Age,Household_Income,Credit_Score_Range,Vehicle_Year,Current_Mileage,Lead_Score,Purchased,Car_Make,Car_Model,Ownership_Type,Marital_Status,Education_Level,Homeowner_Status,Employment_Status,Gender,Preferred_Contact_Method,Lead_Source,Device_Type,Insurance_Status,Do_Not_Call,Email_Opt_In,Visited_Website_Last_30_Days,Clicked_Email_Last_30_Days,Opened_Email_Last_30_Days,Region,Zip_Code,Phone_Valid,Email_Valid,Vehicle_Use,Language_Preference,Military_Status,Has_Children,Outdoor_Activity_Level,Purchase_Intention,Number_of_Vehicles,Years_in_Current_Home,Past_Warranty_Purchase,Service_History,Recent_Move,Household_Size,Estimated_Home_Value,Estimated_Rent,Utilities_Included,Subscribed_To_Competitor,Warranty_Interest_Level,Credit_Card_Holder,Bank_Loan,Social_Media_Engagement,Online_Shopping_Frequency,Mobile_App_User,Streaming_Services_User,Data_Sharing_Consent
79,30-50K,600-649,2015,1324,51,0,Hyundai,3 Series,Leased,Married,Bachelor's Degree,Renter,Self-Employed,Male,Mail,Email Campaign,Mobile,No,No,No,Yes,Yes,No,West,40448,No,Yes,Mixed,English,None,No,Low,High,5,20,No,Occasional,Yes,6,400-600K,<500,No,Yes,High,No,No,High,Low,No,Yes,Yes
51,100-150K,800+,2010,185571,61,1,BMW,Altima,Owned,Divorced,High School,Living with Family,Unemployed,Female,Mail,Website,Tablet,No,Yes,No,No,Yes,No,Northeast,32808,Yes,No,Mixed,English,Active Duty,No,Medium,High,5,17,Yes,Occasional,Yes,4,200-400K,1500-2000,No,No,Medium,Yes,No,Low,High,Yes,No,Yes
74,75-100K,600-649,2010,55708,46,0,Toyota,C-Class,Leased,Divorced,Master's Degree,Living with Family,Unemployed,Female,Mail,Email Campaign,Mobile,Yes,Yes,Yes,Yes,No,Yes,Northeast,95262,Yes,No,Mixed,Other,Veteran,Yes,Medium,Low,4,10,Yes,Occasional,Yes,2,400-600K,<500,Yes,Yes,Medium,Yes,No,High,Medium,Yes,Yes,Yes
59,100-150K,600-649,2006,96027,72,1,Nissan,F-150,Leased,Married,Bachelor's Degree,Renter,Self-Employed,Female,Mail,Cold Call,Desktop,No,Yes,No,Yes,Yes,No,Northeast,97720,Yes,No,Personal,English,Active Duty,No,Low,Low,1,26,No,None,No,2,100-200K,500-1000,No,No,High,Yes,Yes,Medium,High,Yes,No,No
56,<30K,700-749,2022,83082,65,0,BMW,3 Series,Owned,Divorced,Doctorate,Renter,Unemployed,Male,Text,Email Campaign,Tablet,Yes,Yes,Yes,No,Yes,Yes,West,21368,Yes,Yes,Mixed,English,None,No,Low,High,4,21,Yes,Regular,Yes,1,200-400K,500-1000,No,Yes,Low,No,Yes,Low,Low,Yes,No,No
85,75-100K,750-800,2014,161568,89,1,Toyota,Altima,Financed,Single,Associate Degree,Homeowner,Unemployed,Female,Mail,Referral,Mobile,Yes,Yes,Yes,No,No,Yes,West,90088,Yes,Yes,Mixed,English,Veteran,No,Low,High,2,3,No,Occasional,No,4,<100K,1000-1500,Yes,Yes,Medium,No,Yes,Low,High,No,No,Yes
62,150K+,700-749,2019,39807,88,1,Nissan,3 Series,Leased,Widowed,High School,Living with Family,Employed Full-Time,Female,Mail,Email Campaign,Tablet,Yes,Yes,No,No,Yes,No,Midwest,72242,No,No,Mixed,English,None,Yes,Low,High,1,28,No,Occasional,Yes,4,200-400K,1000-1500,Yes,No,Medium,No,No,Medium,High,Yes,No,No
21,30-50K,750-800,2015,71295,52,0,BMW,Elantra,Owned,Divorced,Master's Degree,Homeowner,Employed Full-Time,Male,Phone,Website,Desktop,No,Yes,Yes,No,Yes,No,South,32265,No,Yes,Mixed,English,Veteran,No,High,High,4,3,Yes,Regular,No,1,400-600K,1500-2000,Yes,Yes,Medium,Yes,Yes,Low,High,Yes,Yes,No
86,50-75K,750-800,2006,36959,60,1,BMW,Jetta,Financed,Divorced,Master's Degree,Homeowner,Self-Employed,Male,Text,Event,Mobile,No,No,No,Yes,No,Yes,Midwest,92890,Yes,No,Mixed,English,Veteran,No,Low,Medium,5,24,Yes,Regular,No,6,<100K,1500-2000,Yes,No,Low,No,Yes,High,High,Yes,Yes,No
89,30-50K,600-649,2015,123921,58,1,Chevrolet,Silverado,Financed,Widowed,High School,Homeowner,Unemployed,Other,Mail,Event,Tablet,Yes,No,No,Yes,Yes,No,South,77428,Yes,No,Mixed,Other,None,Yes,Low,Medium,2,27,Yes,Regular,Yes,5,100-200K,1000-1500,Yes,Yes,Medium,Yes,Yes,Low,Medium,No,No,Yes
47,100-150K,650-699,2007,113710,61,0,Mercedes,Elantra,Owned,Divorced,High School,Living with Family,Retired,Female,Mail,Email Campaign,Tablet,Yes,Yes,Yes,Yes,No,No,West,31879,No,No,Mixed,Other,None,Yes,High,Medium,3,32,Yes,None,Yes,3,<100K,2000+,No,Yes,High,No,Yes,High,High,No,Yes,No
81,30-50K,800+,2023,105540,87,1,Toyota,F-150,Financed,Married,Some College,Homeowner,Employed Full-Time,Male,Phone,Event,Mobile,No,No,Yes,Yes,Yes,Yes,West,29446,No,No,Personal,English,Active Duty,Yes,Low,Low,2,35,Yes,None,Yes,5,600K+,2000+,No,No,High,No,No,Low,High,Yes,Yes,No
75,75-100K,600-649,2005,162916,49,1,Mercedes,3 Series,Owned,Widowed,Master's Degree,Homeowner,Employed Full-Time,Male,Email,Referral,Tablet,No,Yes,Yes,Yes,Yes,Yes,Midwest,47478,No,No,Business,Other,Active Duty,No,High,Medium,4,4,Yes,Occasional,No,4,400-600K,1000-1500,Yes,No,High,No,Yes,High,Medium,Yes,Yes,Yes
67,150K+,650-699,2005,150433,60,0,Mercedes,F-150,Financed,Single,High School,Living with Family,Retired,Female,Email,Referral,Mobile,Yes,Yes,No,No,Yes,No,Northeast,63243,No,Yes,Mixed,Spanish,None,Yes,Low,Low,1,38,No,Regular,Yes,6,<100K,500-1000,Yes,Yes,High,No,Yes,Medium,Low,No,No,No
23,<30K,650-699,2008,25611,30,0,BMW,Civic,Financed,Widowed,Bachelor's Degree,Homeowner,Employed Full-Time,Other,Phone,Email Campaign,Mobile,No,No,Yes,Yes,Yes,No,South,32152,No,Yes,Business,Spanish,Active Duty,No,Medium,Medium,5,35,Yes,Regular,No,6,200-400K,2000+,Yes,Yes,Low,Yes,No,High,High,Yes,Yes,Yes
73,75-100K,700-749,2013,29471,49,1,Mercedes,Altima,Financed,Married,Doctorate,Renter,Self-Employed,Other,Text,Website,Tablet,No,No,Yes,No,No,No,Northeast,61204,Yes,No,Mixed,Spanish,None,No,Medium,Low,2,26,No,Occasional,Yes,2,<100K,1500-2000,No,Yes,Low,No,Yes,Medium,High,Yes,Yes,Yes
87,<30K,650-699,2021,91767,64,1,BMW,Corolla,Owned,Married,Associate Degree,Homeowner,Employed Full-Time,Other,Mail,Website,Tablet,Yes,No,Yes,No,No,No,West,65795,Yes,Yes,Business,Spanish,Veteran,Yes,Medium,Medium,3,34,No,None,Yes,5,600K+,2000+,No,No,Low,Yes,Yes,High,High,Yes,Yes,No
42,50-75K,<600,2020,144373,53,0,Kia,Corolla,Financed,Widowed,Some College,Renter,Retired,Female,Text,Email Campaign,Tablet,Yes,Yes,No,No,No,No,Northeast,64658,Yes,No,Mixed,Other,Active Duty,Yes,Low,Medium,2,1,Yes,Regular,Yes,5,100-200K,1500-2000,No,No,Low,No,No,High,Low,Yes,Yes,No
50,100-150K,600-649,2021,135285,51,0,Honda,Sorento,Owned,Married,Master's Degree,Renter,Retired,Female,Email,Email Campaign,Mobile,Yes,No,Yes,No,No,No,South,81655,No,No,Personal,English,None,No,Low,Low,2,2,Yes,None,Yes,1,200-400K,1000-1500,Yes,Yes,Low,Yes,Yes,Low,High,No,No,No
40,75-100K,700-749,2008,19109,71,1,BMW,3 Series,Leased,Widowed,Master's Degree,Renter,Employed Part-Time,Male,Email,Event,Mobile,Yes,No,No,No,Yes,No,Northeast,76287,No,Yes,Personal,Spanish,Veteran,Yes,Low,Medium,1,3,Yes,None,Yes,5,200-400K,<500,Yes,No,High,Yes,Yes,High,High,No,No,Yes
81,100-150K,<600,2019,100421,90,1,Nissan,Altima,Financed,Married,Associate Degree,Renter,Employed Part-Time,Male,Text,Event,Mobile,No,Yes,Yes,No,Yes,No,Midwest,89512,Yes,No,Mixed,Other,Veteran,No,Low,Low,2,35,No,Regular,No,5,<100K,1500-2000,Yes,Yes,Low,No,No,Medium,Low,No,No,Yes
51,150K+,650-699,2009,100277,76,0,Toyota,Sorento,Financed,Single,Some College,Homeowner,Retired,Male,Email,Website,Tablet,No,No,Yes,No,Yes,No,Northeast,34994,No,Yes,Mixed,Other,Active Duty,No,Low,High,5,22,No,Occasional,No,4,400-600K,2000+,Yes,Yes,Medium,No,No,High,High,Yes,No,Yes
73,<30K,<600,2019,106152,49,1,Kia,3 Series,Owned,Married,High School,Renter,Self-Employed,Female,Mail,Website,Mobile,No,No,Yes,Yes,No,Yes,South,59797,No,Yes,Mixed,English,None,Yes,Medium,Medium,2,33,No,Regular,No,6,600K+,1000-1500,Yes,Yes,High,No,No,Low,High,No,No,Yes
69,100-150K,700-749,2021,59839,97,1,Ford,Jetta,Owned,Widowed,Some College,Renter,Retired,Male,Mail,Event,Tablet,Yes,Yes,No,No,No,No,Northeast,53169,Yes,No,Business,Other,Veteran,No,High,High,5,11,Yes,Regular,Yes,4,100-200K,2000+,No,Yes,Medium,Yes,Yes,Medium,Medium,No,No,No
45,150K+,750-800,2008,42324,79,1,Kia,Elantra,Leased,Widowed,Some College,Homeowner,Retired,Male,Email,Cold Call,Desktop,No,Yes,No,No,Yes,Yes,South,89673,No,No,Personal,Other,None,Yes,Medium,Low,3,13,No,Regular,Yes,4,400-600K,500-1000,No,No,Low,No,No,Low,Low,No,No,Yes
39,30-50K,<600,2009,102242,24,0,Nissan,C-Class,Financed,Married,Bachelor's Degree,Renter,Unemployed,Other,Email,Cold Call,Desktop,No,Yes,No,Yes,Yes,No,Midwest,55367,No,No,Personal,Spanish,None,Yes,High,Medium,1,7,Yes,None,No,4,200-400K,500-1000,Yes,Yes,Low,No,No,High,High,Yes,Yes,Yes
67,30-50K,700-749,2022,103669,78,0,Mercedes,3 Series,Leased,Widowed,Bachelor's Degree,Living with Family,Retired,Female,Text,Event,Desktop,No,No,No,Yes,Yes,Yes,West,56331,Yes,Yes,Business,Spanish,None,Yes,Low,Low,4,22,No,Regular,No,3,<100K,1000-1500,Yes,Yes,High,Yes,Yes,High,Low,Yes,Yes,Yes
75,30-50K,650-699,2020,135751,78,0,Toyota,3 Series,Leased,Divorced,Some College,Living with Family,Retired,Female,Mail,Cold Call,Desktop,Yes,Yes,Yes,Yes,Yes,Yes,Midwest,22006,Yes,Yes,Mixed,English,Active Duty,No,Low,Low,1,6,No,Occasional,Yes,1,400-600K,<500,No,No,Low,Yes,No,Medium,Low,Yes,No,Yes
85,30-50K,<600,2019,49996,56,1,Hyundai,Sorento,Leased,Widowed,Some College,Renter,Self-Employed,Other,Phone,Email Campaign,Desktop,No,Yes,No,No,No,Yes,West,76996,No,No,Personal,Spanish,Veteran,Yes,Medium,Medium,1,23,No,None,No,6,<100K,1500-2000,Yes,Yes,Medium,Yes,Yes,Medium,Low,No,Yes,No
52,50-75K,650-699,2017,80343,59,0,Chevrolet,Corolla,Owned,Widowed,Associate Degree,Living with Family,Retired,Female,Mail,Event,Desktop,No,No,No,Yes,Yes,No,South,25915,Yes,Yes,Business,Other,Active Duty,Yes,Medium,Medium,5,19,No,Occasional,No,2,600K+,1500-2000,No,No,High,No,No,High,Low,Yes,No,Yes
28,150K+,750-800,2007,107663,48,1,Toyota,Elantra,Financed,Married,Associate Degree,Renter,Unemployed,Other,Mail,Cold Call,Tablet,Yes,No,Yes,Yes,Yes,No,Midwest,44957,No,Yes,Business,Other,None,No,Low,Medium,4,13,No,Regular,No,6,200-400K,1000-1500,No,Yes,Medium,No,No,Low,High,Yes,Yes,Yes
30,30-50K,650-699,2011,115769,51,0,Chevrolet,3 Series,Financed,Single,Doctorate,Living with Family,Employed Part-Time,Other,Phone,Email Campaign,Mobile,Yes,Yes,No,No,No,No,West,35263,Yes,No,Personal,Other,Active Duty,No,Low,High,2,36,Yes,None,No,4,400-600K,2000+,No,No,Medium,No,Yes,High,Low,Yes,Yes,No
58,50-75K,700-749,2011,59676,47,0,Hyundai,Civic,Leased,Widowed,Some College,Living with Family,Unemployed,Other,Mail,Cold Call,Tablet,Yes,Yes,Yes,Yes,No,No,Northeast,83005,No,No,Mixed,English,None,Yes,Medium,Medium,1,23,No,Regular,Yes,6,<100K,2000+,No,No,Medium,Yes,No,High,Medium,No,Yes,Yes
70,50-75K,650-699,2011,120661,62,0,Nissan,Altima,Leased,Single,Master's Degree,Living with Family,Employed Full-Time,Female,Mail,Event,Mobile,Yes,Yes,No,Yes,Yes,No,Midwest,23880,Yes,Yes,Personal,Spanish,None,No,Low,Medium,1,38,No,Occasional,No,4,200-400K,1500-2000,Yes,No,Low,No,No,Medium,Low,No,No,Yes
35,100-150K,800+,2018,130669,98,0,Kia,Silverado,Leased,Divorced,Some College,Living with Family,Employed Part-Time,Male,Email,Event,Mobile,Yes,Yes,No,No,No,No,West,71853,No,No,Mixed,English,Veteran,Yes,Medium,Low,3,38,No,Occasional,No,5,200-400K,2000+,Yes,No,High,No,No,Low,Low,No,No,Yes
54,150K+,700-749,2005,171750,71,1,Volkswagen,Sorento,Leased,Widowed,Associate Degree,Homeowner,Unemployed,Other,Mail,Website,Mobile,Yes,No,Yes,No,Yes,No,West,60301,No,No,Mixed,English,Active Duty,No,Medium,Medium,5,38,Yes,None,Yes,5,<100K,500-1000,No,No,High,No,Yes,Low,Medium,No,Yes,No
73,50-75K,600-649,2022,79552,63,0,Mercedes,F-150,Leased,Married,Some College,Homeowner,Self-Employed,Male,Text,Cold Call,Mobile,No,No,Yes,Yes,Yes,Yes,Midwest,23931,No,Yes,Personal,Spanish,Active Duty,No,High,High,3,16,No,Occasional,No,3,<100K,2000+,Yes,No,High,Yes,No,High,Medium,No,Yes,Yes
35,50-75K,700-749,2019,174152,73,0,BMW,F-150,Owned,Divorced,Some College,Renter,Unemployed,Male,Phone,Event,Tablet,No,No,No,Yes,No,No,South,87923,Yes,Yes,Mixed,Spanish,Veteran,No,High,Medium,1,35,No,Occasional,Yes,6,<100K,<500,No,No,Medium,Yes,Yes,Low,High,No,No,Yes
84,100-150K,600-649,2006,140794,66,1,Chevrolet,Silverado,Leased,Divorced,Associate Degree,Homeowner,Unemployed,Other,Email,Email Campaign,Mobile,Yes,No,Yes,No,No,Yes,Northeast,78732,Yes,No,Personal,Spanish,None,Yes,Low,Low,3,34,Yes,Regular,No,4,100-200K,1000-1500,No,No,Low,No,Yes,Low,Low,Yes,No,Yes
31,100-150K,600-649,2022,176351,63,1,Honda,Sorento,Owned,Divorced,Doctorate,Homeowner,Self-Employed,Male,Text,Event,Tablet,Yes,No,Yes,No,No,Yes,West,93375,No,Yes,Business,Other,Veteran,Yes,Medium,High,1,38,No,Occasional,Yes,4,600K+,1500-2000,Yes,Yes,Low,No,No,High,High,No,No,No
44,50-75K,750-800,2010,38223,67,1,BMW,Jetta,Leased,Married,Associate Degree,Living with Family,Employed Part-Time,Female,Email,Cold Call,Tablet,Yes,Yes,No,No,Yes,Yes,West,98117,No,Yes,Business,Other,Veteran,Yes,Medium,Low,3,39,No,None,No,1,100-200K,1500-2000,Yes,No,Medium,Yes,No,Low,Medium,Yes,Yes,Yes
45,<30K,650-699,2005,69015,12,0,Kia,Corolla,Owned,Divorced,Some College,Living with Family,Employed Part-Time,Other,Phone,Event,Desktop,Yes,No,No,No,Yes,Yes,South,46694,Yes,No,Personal,Spanish,Veteran,No,Medium,Low,3,0,Yes,None,Yes,6,<100K,<500,Yes,No,Low,No,Yes,Medium,Low,Yes,No,Yes
47,100-150K,800+,2023,81698,74,1,Kia,3 Series,Financed,Divorced,Some College,Living with Family,Self-Employed,Male,Text,Email Campaign,Mobile,No,No,Yes,No,Yes,Yes,West,31777,No,Yes,Mixed,English,Veteran,No,Medium,High,5,35,Yes,Regular,No,6,100-200K,2000+,Yes,No,Low,Yes,No,High,High,No,No,Yes
55,100-150K,700-749,2014,157447,80,1,Mercedes,Silverado,Owned,Married,Master's Degree,Homeowner,Employed Full-Time,Male,Text,Email Campaign,Mobile,No,Yes,Yes,Yes,Yes,No,Midwest,64957,No,Yes,Mixed,Other,Active Duty,Yes,High,Medium,4,11,No,None,No,2,100-200K,1500-2000,Yes,No,Medium,No,No,Medium,High,No,No,Yes
20,30-50K,650-699,2013,22343,47,0,Volkswagen,C-Class,Leased,Single,Bachelor's Degree,Living with Family,Unemployed,Female,Phone,Referral,Tablet,Yes,Yes,No,Yes,Yes,No,West,69423,No,Yes,Personal,English,None,Yes,Low,High,5,11,Yes,Regular,Yes,4,400-600K,2000+,No,No,Medium,No,Yes,Medium,High,No,Yes,Yes
54,30-50K,<600,2015,175768,34,0,Volkswagen,Civic,Leased,Single,Bachelor's Degree,Renter,Employed Part-Time,Female,Phone,Event,Tablet,No,Yes,Yes,Yes,Yes,No,South,45301,Yes,Yes,Personal,Spanish,Active Duty,Yes,Medium,Medium,5,4,No,None,Yes,6,400-600K,1000-1500,Yes,Yes,Medium,No,Yes,Medium,Medium,No,Yes,No
34,30-50K,600-649,2014,90041,47,1,Hyundai,Civic,Financed,Divorced,Associate Degree,Renter,Self-Employed,Male,Text,Referral,Tablet,No,Yes,Yes,No,No,No,Midwest,69926,No,Yes,Mixed,English,None,Yes,High,Low,5,8,No,None,Yes,6,<100K,2000+,Yes,No,Medium,Yes,No,Medium,High,No,Yes,No
58,<30K,700-749,2016,72366,54,0,Volkswagen,Corolla,Leased,Married,High School,Renter,Unemployed,Male,Phone,Cold Call,Mobile,No,No,Yes,No,Yes,No,Northeast,75231,Yes,No,Personal,English,Active Duty,Yes,High,High,2,3,No,None,No,2,600K+,500-1000,Yes,No,Medium,No,No,Medium,High,No,Yes,No
74,50-75K,750-800,2006,72130,69,0,Honda,Civic,Leased,Divorced,High School,Renter,Employed Full-Time,Male,Email,Email Campaign,Desktop,Yes,Yes,No,Yes,Yes,Yes,West,93881,No,Yes,Business,Other,Active Duty,Yes,High,Medium,4,12,Yes,None,Yes,2,600K+,500-1000,Yes,No,Low,Yes,Yes,Low,Low,Yes,No,No
63,30-50K,650-699,2023,86559,34,1,Hyundai,C-Class,Owned,Single,Doctorate,Homeowner,Self-Employed,Other,Email,Referral,Mobile,Yes,No,Yes,No,Yes,No,Northeast,97254,No,Yes,Mixed,Other,Veteran,Yes,Low,High,3,40,Yes,Occasional,No,2,<100K,1000-1500,Yes,Yes,Medium,Yes,No,High,Low,Yes,Yes,Yes
58,75-100K,600-649,2006,20674,63,1,Honda,Corolla,Financed,Divorced,High School,Renter,Employed Part-Time,Male,Email,Event,Mobile,No,Yes,Yes,Yes,Yes,Yes,Midwest,32538,No,No,Mixed,English,Veteran,No,High,High,3,19,Yes,Regular,Yes,4,200-400K,<500,Yes,No,High,No,No,Low,High,No,Yes,No
42,100-150K,700-749,2006,156976,62,1,Volkswagen,3 Series,Leased,Single,High School,Living with Family,Unemployed,Female,Text,Event,Desktop,Yes,No,No,Yes,No,Yes,Northeast,81043,No,Yes,Personal,Other,None,No,Medium,Medium,3,6,Yes,Occasional,No,4,100-200K,2000+,No,No,Low,No,No,Medium,Low,Yes,No,Yes
56,75-100K,650-699,2009,14635,71,0,Mercedes,Corolla,Owned,Married,Master's Degree,Living with Family,Retired,Other,Mail,Email Campaign,Mobile,No,Yes,Yes,Yes,No,Yes,West,82853,No,No,Business,Spanish,Veteran,Yes,High,Low,3,26,No,Regular,No,6,600K+,500-1000,Yes,Yes,High,Yes,Yes,High,High,Yes,Yes,No
50,75-100K,800+,2023,18392,94,1,Volkswagen,Civic,Leased,Single,Associate Degree,Renter,Employed Part-Time,Male,Text,Website,Desktop,No,No,Yes,No,No,No,South,77890,Yes,Yes,Mixed,Spanish,None,Yes,Low,High,2,15,No,None,Yes,3,200-400K,1000-1500,No,Yes,High,Yes,Yes,High,Medium,Yes,No,Yes
79,30-50K,600-649,2022,56481,64,1,Honda,Elantra,Financed,Divorced,High School,Living with Family,Employed Part-Time,Male,Text,Event,Mobile,No,Yes,Yes,No,No,Yes,South,14837,Yes,No,Mixed,English,Veteran,No,Low,Low,2,28,Yes,Regular,No,5,200-400K,<500,No,No,High,No,No,High,Low,No,Yes,No
70,30-50K,<600,2022,88636,34,0,Nissan,Civic,Leased,Single,Some College,Homeowner,Self-Employed,Female,Phone,Email Campaign,Desktop,Yes,Yes,No,No,Yes,Yes,West,89113,Yes,No,Business,English,None,No,Medium,Low,4,27,No,None,Yes,6,100-200K,500-1000,Yes,No,High,Yes,No,Medium,Medium,Yes,Yes,No
64,50-75K,700-749,2020,171777,54,0,Volkswagen,Silverado,Owned,Divorced,Doctorate,Living with Family,Unemployed,Female,Phone,Event,Tablet,No,Yes,Yes,Yes,No,No,Northeast,85198,No,No,Mixed,Other,None,No,Low,High,5,40,No,Occasional,Yes,5,100-200K,<500,No,No,High,No,No,Medium,High,No,Yes,No
29,30-50K,700-749,2021,12217,48,1,Mercedes,C-Class,Financed,Married,Master's Degree,Renter,Employed Full-Time,Female,Phone,Event,Tablet,Yes,No,No,No,Yes,No,Midwest,60284,No,No,Personal,Spanish,Active Duty,No,Medium,Low,4,34,No,Occasional,Yes,1,600K+,1500-2000,Yes,No,Low,Yes,Yes,High,Low,Yes,Yes,Yes
62,30-50K,650-699,2010,20018,63,0,BMW,Corolla,Owned,Single,Bachelor's Degree,Renter,Self-Employed,Male,Mail,Email Campaign,Mobile,Yes,No,Yes,Yes,No,No,Midwest,33905,Yes,Yes,Mixed,English,None,Yes,Low,Medium,5,2,Yes,Occasional,No,4,400-600K,1500-2000,Yes,Yes,High,Yes,No,Low,High,No,No,No
71,50-75K,650-699,2008,75335,40,0,Hyundai,Elantra,Financed,Married,Master's Degree,Renter,Retired,Other,Email,Referral,Desktop,No,Yes,Yes,Yes,Yes,Yes,Northeast,19097,No,Yes,Personal,Spanish,Veteran,Yes,Medium,High,3,34,Yes,Regular,No,1,400-600K,1500-2000,No,Yes,High,Yes,Yes,Low,Low,No,No,Yes
80,<30K,750-800,2020,85488,86,1,BMW,3 Series,Owned,Divorced,High School,Renter,Self-Employed,Male,Phone,Event,Desktop,No,No,Yes,No,Yes,Yes,South,58971,Yes,No,Business,English,None,Yes,Medium,Medium,3,17,Yes,Occasional,No,3,400-600K,2000+,No,Yes,Medium,Yes,No,High,Medium,Yes,Yes,Yes
83,<30K,700-749,2017,7191,67,1,Toyota,Silverado,Financed,Single,Some College,Renter,Employed Full-Time,Female,Mail,Referral,Tablet,No,No,Yes,No,No,Yes,Midwest,41317,Yes,Yes,Personal,English,Active Duty,Yes,Low,High,2,12,No,None,No,5,200-400K,2000+,No,No,Low,Yes,No,High,Low,No,No,Yes
73,75-100K,600-649,2020,91909,47,0,Toyota,Elantra,Financed,Divorced,Associate Degree,Homeowner,Retired,Other,Email,Event,Desktop,No,Yes,Yes,Yes,No,Yes,Northeast,60474,Yes,Yes,Personal,Spanish,Active Duty,Yes,High,Medium,2,32,No,Regular,No,1,200-400K,<500,Yes,No,Medium,No,No,Low,Medium,Yes,Yes,Yes
76,<30K,650-699,2010,171316,56,0,Chevrolet,Civic,Financed,Married,Master's Degree,Homeowner,Unemployed,Other,Text,Referral,Desktop,No,No,Yes,No,Yes,No,Midwest,98912,No,Yes,Mixed,Spanish,Active Duty,No,High,Medium,5,35,Yes,Occasional,Yes,5,600K+,1500-2000,Yes,Yes,Medium,Yes,No,High,High,No,Yes,No
48,150K+,650-699,2011,131762,43,1,BMW,Silverado,Financed,Widowed,Associate Degree,Renter,Self-Employed,Other,Phone,Website,Desktop,Yes,Yes,No,No,Yes,No,Midwest,25355,No,No,Mixed,English,Veteran,Yes,Low,Low,5,9,Yes,None,Yes,6,<100K,1000-1500,No,No,High,No,Yes,Medium,Medium,Yes,Yes,Yes
22,50-75K,650-699,2014,132793,47,1,Kia,3 Series,Leased,Divorced,High School,Homeowner,Retired,Other,Email,Email Campaign,Mobile,No,Yes,Yes,No,Yes,No,Northeast,83476,Yes,Yes,Business,English,None,Yes,Medium,High,5,28,Yes,Occasional,No,2,<100K,<500,No,No,Medium,Yes,Yes,Medium,High,No,No,Yes
68,150K+,800+,2018,102663,96,1,Volkswagen,3 Series,Financed,Widowed,Master's Degree,Homeowner,Self-Employed,Female,Text,Website,Tablet,Yes,No,No,No,No,No,West,81214,Yes,No,Personal,Other,Active Duty,No,High,Low,2,12,No,Occasional,No,5,400-600K,1000-1500,No,Yes,Low,No,Yes,High,Low,No,No,No
36,50-75K,700-749,2013,187695,56,0,Volkswagen,Corolla,Leased,Divorced,Master's Degree,Living with Family,Employed Part-Time,Other,Email,Event,Desktop,No,Yes,No,Yes,No,Yes,Northeast,62487,No,Yes,Mixed,Spanish,Veteran,No,Medium,Low,5,1,No,None,No,4,100-200K,500-1000,Yes,No,Low,No,No,Low,High,Yes,No,Yes
42,50-75K,700-749,2017,29317,37,1,Hyundai,C-Class,Leased,Divorced,Associate Degree,Living with Family,Employed Part-Time,Female,Phone,Referral,Mobile,Yes,No,No,Yes,Yes,Yes,Midwest,37885,No,No,Mixed,Spanish,Active Duty,No,Medium,Low,4,24,No,None,Yes,5,100-200K,1500-2000,No,No,Low,No,Yes,Low,High,No,Yes,Yes
89,50-75K,650-699,2018,32832,53,1,Kia,Civic,Leased,Divorced,Master's Degree,Renter,Self-Employed,Male,Text,Website,Desktop,No,No,No,No,No,No,South,64239,No,No,Personal,Spanish,Active Duty,Yes,Low,Medium,4,26,No,Regular,Yes,4,600K+,<500,No,No,Medium,No,Yes,Low,Low,No,Yes,No
63,30-50K,600-649,2020,63465,35,0,Chevrolet,3 Series,Financed,Married,Some College,Renter,Retired,Other,Mail,Cold Call,Desktop,Yes,Yes,No,No,Yes,No,Midwest,80916,Yes,No,Personal,Other,Veteran,Yes,Low,Low,2,15,Yes,Occasional,No,6,400-600K,2000+,No,No,High,No,No,High,Low,No,Yes,Yes
23,<30K,750-800,2009,183544,47,1,Volkswagen,3 Series,Owned,Married,Associate Degree,Living with Family,Self-Employed,Female,Text,Referral,Desktop,Yes,No,No,No,Yes,Yes,South,93174,No,Yes,Mixed,English,None,No,High,High,4,18,Yes,None,No,3,600K+,1500-2000,No,Yes,Medium,Yes,Yes,High,Low,No,Yes,Yes
18,30-50K,700-749,2015,178229,34,0,Toyota,Sorento,Financed,Divorced,Some College,Living with Family,Self-Employed,Male,Text,Event,Tablet,Yes,No,Yes,No,Yes,No,West,98908,No,No,Business,Spanish,Active Duty,Yes,Low,Medium,2,35,No,Regular,Yes,6,100-200K,500-1000,No,Yes,Medium,Yes,No,High,Low,No,No,Yes
63,100-150K,<600,2023,72741,75,0,Mercedes,F-150,Leased,Divorced,Bachelor's Degree,Homeowner,Self-Employed,Other,Mail,Cold Call,Desktop,No,Yes,Yes,Yes,Yes,No,Northeast,52226,No,No,Personal,Spanish,Veteran,Yes,Low,High,3,26,Yes,Occasional,No,6,400-600K,2000+,No,No,Medium,Yes,Yes,Low,Medium,No,Yes,Yes
37,50-75K,600-649,2007,197245,50,0,Toyota,C-Class,Leased,Single,Doctorate,Living with Family,Retired,Other,Email,Event,Desktop,No,Yes,Yes,Yes,Yes,Yes,South,62660,Yes,Yes,Personal,Other,Active Duty,Yes,Low,Medium,4,15,No,None,No,2,400-600K,1500-2000,Yes,Yes,High,No,Yes,Medium,Low,Yes,No,No
